1.000000e+000 0.000000e+000 7.406711e-013 -7.406711e-013
2.000000e+000 0.000000e+000 -1.032718e-010 1.032718e-010
3.000000e+000 0.000000e+000 5.692857e-010 -5.692857e-010
4.000000e+000 0.000000e+000 1.567607e-009 -1.567607e-009
5.000000e+000 0.000000e+000 -2.695893e-008 2.695893e-008
6.000000e+000 0.000000e+000 4.323203e-008 -4.323203e-008
7.000000e+000 0.000000e+000 8.357084e-007 -8.357084e-007
8.000000e+000 0.000000e+000 -4.739797e-006 4.739797e-006
9.000000e+000 0.000000e+000 -1.313619e-005 1.313619e-005
1.000000e+001 0.000000e+000 2.248261e-004 -2.248261e-004
1.100000e+001 0.000000e+000 -3.581828e-004 3.581828e-004
1.200000e+001 0.000000e+000 -6.978302e-003 6.978302e-003
1.300000e+001 0.000000e+000 3.947398e-002 -3.947398e-002
1.400000e+001 0.000000e+000 1.100804e-001 -1.100804e-001
1.500000e+001 0.000000e+000 -1.874950e+000 1.874950e+000
1.600000e+001 0.000000e+000 2.967449e+000 -2.967449e+000
1.700000e+001 1.240000e+002 5.826969e+001 5.902756e+000
1.800000e+001 2.730000e+002 1.332919e+002 8.455519e+000
1.900000e+001 2.660000e+002 1.946590e+002 4.374199e+000
2.000000e+001 2.680000e+002 2.313535e+002 2.238539e+000
2.100000e+001 2.320000e+002 2.458837e+002 -9.115124e-001
2.200000e+001 2.340000e+002 2.466929e+002 -8.297626e-001
2.300000e+001 2.260000e+002 2.409917e+002 -9.972325e-001
2.400000e+001 2.370000e+002 2.332942e+002 2.407163e-001
2.500000e+001 2.160000e+002 2.257263e+002 -6.617938e-001
2.600000e+001 2.200000e+002 2.200303e+002 -2.041062e-003
2.700000e+001 2.150000e+002 2.166547e+002 -1.128486e-001
2.800000e+001 2.070000e+002 2.156296e+002 -5.997996e-001
2.900000e+001 2.290000e+002 2.164145e+002 8.316711e-001
3.000000e+001 2.120000e+002 2.175300e+002 -3.797990e-001
3.100000e+001 2.370000e+002 2.186913e+002 1.189281e+000
3.200000e+001 1.960000e+002 2.198328e+002 -1.702344e+000
3.300000e+001 2.330000e+002 2.221567e+002 7.103692e-001
3.400000e+001 2.290000e+002 2.240157e+002 3.293687e-001
3.500000e+001 2.280000e+002 2.244412e+002 2.356903e-001
3.600000e+001 2.280000e+002 2.236365e+002 2.889786e-001
3.700000e+001 2.160000e+002 2.226175e+002 -4.502614e-001
3.800000e+001 2.280000e+002 2.228831e+002 3.388769e-001
3.900000e+001 2.050000e+002 2.252962e+002 -1.417549e+000
4.000000e+001 2.460000e+002 2.304065e+002 9.942082e-001
4.100000e+001 2.210000e+002 2.363259e+002 -1.030934e+000
4.200000e+001 2.590000e+002 2.418363e+002 1.066503e+000
4.300000e+001 2.580000e+002 2.445582e+002 8.368508e-001
4.400000e+001 2.470000e+002 2.440598e+002 1.870775e-001
4.500000e+001 2.340000e+002 2.421612e+002 -5.335155e-001
4.600000e+001 2.310000e+002 2.411917e+002 -6.705678e-001
4.700000e+001 2.370000e+002 2.421315e+002 -3.333272e-001
4.800000e+001 2.400000e+002 2.441296e+002 -2.665660e-001
4.900000e+001 2.820000e+002 2.451728e+002 2.193029e+000
5.000000e+001 2.400000e+002 2.435629e+002 -2.299822e-001
5.100000e+001 2.400000e+002 2.414546e+002 -9.389557e-002
5.200000e+001 2.220000e+002 2.415147e+002 -1.309742e+000
5.300000e+001 2.380000e+002 2.454120e+002 -4.804455e-001
5.400000e+001 2.690000e+002 2.517598e+002 1.051152e+000
5.500000e+001 2.490000e+002 2.580059e+002 -5.707242e-001
5.600000e+001 2.740000e+002 2.630831e+002 6.595113e-001
5.700000e+001 2.830000e+002 2.656045e+002 1.034052e+000
5.800000e+001 2.460000e+002 2.656341e+002 -1.251824e+000
5.900000e+001 3.020000e+002 2.648537e+002 2.137528e+000
6.000000e+001 2.290000e+002 2.638863e+002 -2.305351e+000
6.100000e+001 2.770000e+002 2.653964e+002 6.971899e-001
6.200000e+001 2.560000e+002 2.685563e+002 -7.847669e-001
6.300000e+001 2.800000e+002 2.722720e+002 4.618366e-001
6.400000e+001 2.900000e+002 2.744543e+002 9.128772e-001
6.500000e+001 2.800000e+002 2.739170e+002 3.635271e-001
6.600000e+001 2.700000e+002 2.715467e+002 -9.413173e-002
